"User","freq_type","mone_type","rec_type","Cluster","value"
5404,1,1,2,4,22
5405,2,2,1,5,29
5406,2,1,2,4,24
5407,2,2,2,4,34
5408,2,2,3,3,39
5409,1,2,3,2,37
5410,3,3,2,1,46
5411,2,2,2,3,34
5412,1,1,1,5,17
5414,2,3,3,3,49
5416,2,3,1,3,39
5417,1,2,1,5,27
5418,2,3,2,3,44
5421,3,3,1,1,41
5424,2,3,3,2,49
5425,2,2,1,5,29
5426,2,3,1,5,39
5427,2,2,1,4,29
5428,2,2,2,2,34
5429,1,2,1,4,27
5430,1,1,1,5,17
5431,1,1,2,2,22
5432,3,2,3,1,41
5433,2,1,3,2,29
5434,2,3,2,3,44
5435,3,3,2,3,46
5437,1,1,2,2,22
5438,2,2,3,2,39
5440,1,1,1,5,17
5441,3,3,2,1,46
5442,2,2,2,3,34
5443,2,2,1,4,29
5444,1,1,1,4,17
5447,2,3,2,3,44
5448,3,3,3,1,51
5449,2,1,3,2,29
5450,3,3,3,1,51
5452,1,1,1,5,17
5453,3,3,3,1,51
5454,2,2,3,2,39
5455,1,2,1,5,27
5456,2,3,3,3,49
5457,2,2,1,5,29
5458,3,3,2,1,46
5459,1,1,1,4,17
5460,2,3,2,3,44
5461,2,2,2,2,34
5462,2,2,3,3,39
5464,1,2,2,2,32
5465,2,3,1,3,39
5466,2,3,3,3,49
5467,3,3,2,1,46
5468,3,3,1,1,41
5470,2,2,1,4,29
5471,2,3,3,3,49
5473,1,2,1,5,27
5474,1,1,1,4,17
5476,2,2,1,4,29
5478,2,2,1,4,29
5479,1,1,3,2,27
5480,2,2,1,3,29
5481,2,2,1,4,29
5482,2,3,2,3,44
5483,2,2,3,3,39
5484,3,3,3,1,51
5485,2,2,1,4,29
5486,3,2,1,3,31
5487,1,1,1,4,17
5488,1,3,3,2,47
5489,2,3,3,2,49
5490,3,2,3,1,41
5491,1,2,1,4,27
5492,3,3,3,1,51
5493,2,1,3,2,29
5494,1,2,1,5,27
5495,1,1,3,2,27
5496,2,3,2,3,44
5497,2,3,2,2,44
5498,2,2,3,3,39
5499,2,3,3,3,49
5501,1,2,1,4,27
5502,1,1,1,5,17
5503,1,2,1,5,27
5505,2,2,3,2,39
5506,3,3,2,1,46
5507,2,3,1,3,39
5509,2,2,3,2,39
5510,2,2,1,4,29
5511,3,3,2,1,46
5512,2,3,2,3,44
5513,2,2,3,2,39
5514,1,1,1,4,17
5515,1,3,1,4,37
5517,3,3,3,1,51
5518,2,1,1,4,19
5519,2,2,1,4,29
5520,1,1,2,2,22
5521,2,2,2,3,34
5522,1,1,1,4,17
5524,1,1,2,2,22
5525,2,3,3,2,49
5526,1,1,1,5,17
5527,2,2,2,2,34
5528,1,2,2,4,32
5529,3,3,3,1,51
5530,1,1,2,2,22
5531,2,3,3,3,49
5532,1,1,1,4,17
5533,1,1,3,2,27
5535,2,3,2,3,44
5536,3,3,2,1,46
5538,1,2,1,5,27
5539,1,2,1,5,27
5540,3,2,3,1,41
5541,2,3,2,3,44
5542,2,3,2,2,44
5543,1,1,3,2,27
5546,1,1,1,5,17
5547,2,2,2,3,34
5548,2,2,1,4,29
5549,1,1,1,4,17
5551,2,2,2,2,34
5552,3,3,1,3,41
5553,3,3,3,1,51
5554,2,2,1,3,29
5555,1,1,2,2,22
5557,2,1,3,2,29
5558,2,1,3,2,29
5560,2,1,1,5,19
5561,2,2,3,3,39
5562,2,2,1,5,29
5564,1,1,1,4,17
5565,2,2,1,4,29
5567,2,2,3,2,39
5568,1,1,2,2,22
5569,1,1,2,2,22
5570,3,3,3,1,51
5572,2,2,2,3,34
5573,3,3,3,1,51
5574,3,3,3,1,51
5575,2,3,3,3,49
5576,3,3,3,1,51
5577,1,1,2,2,22
5578,1,1,1,4,17
5579,2,1,1,4,19
5580,3,3,3,1,51
5581,1,2,1,4,27
5582,2,3,1,3,39
5583,2,2,1,4,29
5584,2,2,3,2,39
5585,2,2,3,3,39
5587,2,3,1,5,39
5589,2,2,2,3,34
5590,1,3,1,4,37
5591,1,1,2,4,22
5592,3,2,3,1,41
5593,1,1,1,5,17
5594,2,2,3,2,39
5595,2,2,2,3,34
5596,2,3,2,2,44
5597,1,1,1,5,17
5598,1,2,1,5,27
5600,1,1,1,4,17
5601,3,3,2,1,46
5602,1,2,2,2,32
5603,2,2,3,2,39
5604,1,1,2,4,22
5605,1,1,3,2,27
5606,1,1,1,5,17
5607,3,3,3,1,51
5608,2,2,3,3,39
5609,2,2,1,5,29
5610,2,2,2,2,34
5611,1,1,1,4,17
5613,1,1,1,5,17
5614,3,3,3,1,51
5615,3,3,2,1,46
5616,2,2,3,2,39
5617,1,1,3,2,27
5618,1,2,3,2,37
5619,2,1,3,2,29
5620,3,3,3,1,51
5621,3,3,3,1,51
5623,3,2,1,3,31
5624,2,2,3,2,39
5625,2,2,3,3,39
5626,3,3,3,1,51
5628,2,1,3,2,29
5629,2,2,3,2,39
5633,3,3,1,1,41
5634,1,1,3,2,27
5635,1,2,2,2,32
5636,1,2,2,2,32
5637,2,3,2,2,44
5638,1,2,1,4,27
5639,2,3,1,3,39
5640,3,3,3,1,51
5641,2,2,2,2,34
5642,2,3,1,4,39
5643,2,2,2,2,34
5644,2,3,3,2,49
5645,2,2,2,4,34
5647,1,1,2,2,22
5648,2,1,2,3,24
5649,2,3,1,3,39
5650,3,3,3,1,51
5652,1,1,2,2,22
5653,2,3,1,4,39
5654,1,1,2,2,22
5655,3,3,3,1,51
5656,1,1,2,2,22
5657,1,2,1,4,27
5658,1,1,3,2,27
5659,1,1,1,4,17
5661,3,2,2,3,36
5662,1,2,1,4,27
5663,2,3,1,5,39
5664,1,1,2,2,22
5665,1,1,2,2,22
5666,2,2,3,3,39
5667,3,3,3,1,51
5668,2,2,1,5,29
5670,3,3,3,1,51
5671,1,2,2,2,32
5673,2,3,3,3,49
5674,1,1,1,5,17
5675,1,2,2,2,32
5676,2,2,3,3,39
5677,2,2,1,4,29
5678,2,3,1,4,39
5679,2,2,2,2,34
5680,2,3,2,3,44
5681,2,3,3,3,49
5682,2,1,2,4,24
5683,2,3,1,3,39
5684,2,2,3,2,39
5685,2,3,1,4,39
5686,3,3,2,1,46
5687,3,3,3,1,51
5688,3,3,2,1,46
5691,1,2,2,2,32
5693,1,1,2,2,22
5694,2,3,1,3,39
5696,1,1,1,4,17
5697,3,3,2,1,46
5698,2,2,2,2,34
5699,1,1,1,4,17
5700,1,1,1,4,17
5701,1,2,1,4,27
5702,3,3,3,1,51
5703,1,1,1,5,17
5704,2,1,3,2,29
5705,2,3,3,3,49
5706,2,2,2,3,34
5709,2,2,2,4,34
5710,2,2,2,4,34
5711,1,1,1,4,17
5712,1,1,3,2,27
5714,1,2,3,2,37
5715,2,1,2,4,24
5716,1,1,1,5,17
5717,1,1,1,5,17
5718,3,3,3,1,51
5719,2,2,2,2,34
5720,2,2,1,4,29
5721,2,2,3,3,39
5722,1,1,2,2,22
5724,1,1,1,5,17
5725,1,1,1,5,17
5726,2,2,2,2,34
5727,2,2,3,2,39
5728,1,1,1,4,17
5729,1,1,2,4,22
5730,2,2,1,4,29
5732,3,3,2,1,46
5734,1,1,1,5,17
5735,3,3,3,1,51
5736,1,1,3,2,27
5737,1,2,1,5,27
5739,3,2,3,1,41
5740,2,3,2,3,44
5742,2,2,2,4,34
5743,2,2,3,2,39
5744,2,2,3,3,39
5745,1,1,1,4,17
5746,2,2,1,4,29
5747,3,2,3,1,41
5749,2,3,1,5,39
5750,2,2,3,3,39
5751,2,3,2,2,44
5752,3,3,3,1,51
5753,2,2,3,2,39
5754,2,2,3,2,39
5756,3,2,3,1,41
5757,1,1,2,4,22
5758,2,2,2,2,34
5759,3,3,3,1,51
5760,3,2,3,1,41
5761,2,1,2,2,24
5762,2,2,3,2,39
5763,1,1,2,4,22
5764,2,2,3,3,39
5765,1,2,2,2,32
5766,2,2,3,2,39
5767,2,2,2,2,34
5768,2,2,1,4,29
5769,2,2,3,3,39
5770,2,2,1,3,29
5772,2,3,1,4,39
5773,2,2,1,5,29
5774,2,2,2,2,34
5775,3,2,2,1,36
5776,1,1,2,2,22
5777,3,3,1,3,41
5779,2,3,3,2,49
5780,2,2,1,4,29
5781,2,2,3,2,39
5782,2,1,2,2,24
5783,2,2,1,5,29
5784,2,2,2,2,34
5785,1,1,2,2,22
5786,1,3,1,5,37
5788,1,1,1,5,17
5790,2,3,3,2,49
5791,1,1,1,4,17
5793,2,3,2,2,44
5794,1,1,1,5,17
5795,2,2,1,4,29
5796,3,3,2,1,46
5797,1,1,1,4,17
5798,2,2,1,4,29
5799,2,2,2,2,34
5800,2,2,2,2,34
5801,2,1,2,2,24
5802,2,2,2,4,34
5803,1,2,1,4,27
5804,2,2,2,2,34
5805,2,2,1,4,29
5807,2,2,1,3,29
5808,2,2,3,3,39
5810,2,2,2,2,34
5812,1,1,1,4,17
5813,3,2,3,1,41
5814,2,2,3,2,39
5816,2,1,3,3,29
5817,2,2,2,2,34
5818,2,2,2,3,34
5819,2,2,1,4,29
5820,2,3,3,3,49
5821,1,3,1,5,37
5822,1,2,3,2,37
5823,2,2,3,2,39
5824,1,1,1,4,17
5825,2,2,3,2,39
5826,1,2,1,4,27
5827,2,2,2,3,34
5828,2,3,3,2,49
5829,2,2,3,2,39
5831,1,1,1,5,17
5832,1,2,3,2,37
5833,1,1,1,5,17
5835,2,2,1,3,29
5836,1,1,1,4,17
5837,1,1,1,5,17
5838,2,2,2,3,34
5839,2,2,2,2,34
5840,2,3,2,3,44
5842,1,1,1,5,17
5843,2,3,2,3,44
5845,1,1,2,2,22
5846,2,3,2,2,44
5847,1,2,1,5,27
5848,1,1,1,4,17
5849,1,2,1,5,27
5850,1,2,2,2,32
5852,3,3,1,3,41
5853,2,3,3,3,49
5854,2,2,1,5,29
5855,2,2,1,4,29
5856,1,1,1,4,17
5857,1,1,3,2,27
5859,2,2,3,3,39
5860,1,1,3,2,27
5861,3,3,2,3,46
5862,2,2,2,2,34
5863,2,2,2,4,34
5864,1,1,2,4,22
5865,1,1,2,2,22
5867,2,2,3,2,39
5868,2,2,2,2,34
5870,2,2,2,3,34
5871,2,2,3,2,39
5873,3,3,3,1,51
5874,2,3,1,3,39
5875,2,2,3,3,39
5877,2,3,2,3,44
5878,2,2,1,4,29
5879,2,2,2,2,34
5880,1,1,1,5,17
5881,3,3,1,3,41
5882,2,2,2,2,34
5883,2,1,2,2,24
5885,3,3,3,1,51
5886,2,2,1,5,29
5887,2,3,3,3,49
5888,2,2,3,2,39
5889,3,3,1,1,41
5890,2,2,1,5,29
5892,3,3,3,1,51
5895,2,2,3,3,39
5896,2,2,1,4,29
5898,3,3,2,3,46
5899,2,2,1,4,29
5901,1,1,3,2,27
5903,2,3,3,3,49
5904,2,2,1,3,29
5905,2,2,2,2,34
5907,2,2,3,2,39
5908,2,2,1,4,29
5909,1,2,1,5,27
5910,2,2,3,3,39
5911,2,2,2,3,34
5912,1,1,2,4,22
5914,3,2,1,3,31
5915,1,1,1,5,17
5916,3,2,2,1,36
5917,3,3,2,1,46
5918,2,2,1,4,29
5919,2,2,3,3,39
5920,2,3,2,3,44
5921,1,1,2,4,22
5922,3,3,3,1,51
5923,1,1,1,5,17
5924,2,3,1,3,39
5925,2,2,3,3,39
5926,1,2,3,2,37
5927,2,1,1,4,19
5928,2,3,2,3,44
5929,2,2,1,4,29
5930,3,3,1,3,41
5931,2,3,3,3,49
5932,2,2,2,3,34
5933,3,3,2,1,46
5934,2,2,2,3,34
5935,2,3,2,3,44
5937,2,3,3,3,49
5939,1,2,1,5,27
5940,2,2,1,4,29
5941,1,1,2,2,22
5942,2,2,2,2,34
5943,1,1,1,5,17
5944,1,2,1,4,27
5946,2,2,3,2,39
5947,2,2,1,4,29
5948,2,2,2,2,34
5949,2,2,2,3,34
5951,2,3,2,2,44
5952,2,3,3,3,49
5953,1,2,1,4,27
5954,1,1,1,4,17
5955,2,2,3,3,39
5956,2,2,2,3,34
5957,2,3,1,5,39
5958,2,3,1,4,39
5959,3,3,3,1,51
5960,2,3,3,3,49
5961,2,2,1,4,29
5962,2,3,3,2,49
5963,3,2,3,1,41
5964,2,3,3,2,49
5965,2,2,1,4,29
5966,1,1,2,4,22
5967,2,2,3,2,39
5968,1,1,1,5,17
5969,3,2,2,3,36
5970,2,2,3,2,39
5973,2,3,3,3,49
5976,1,1,1,4,17
5978,3,3,2,1,46
5979,3,2,3,1,41
5981,3,3,3,1,51
5982,1,1,3,2,27
5983,2,1,3,2,29
5984,1,1,2,2,22
5985,1,1,1,5,17
5986,2,2,3,2,39
5987,1,1,1,4,17
5988,1,1,1,5,17
5989,1,1,3,2,27
5990,2,2,2,2,34
5991,2,3,3,3,49
5993,1,1,1,4,17
5994,2,2,2,2,34
5995,2,2,3,3,39
5996,3,2,3,1,41
5997,2,3,1,3,39
5998,2,1,3,3,29
5999,2,2,1,4,29
6001,1,2,2,2,32
6002,1,1,1,5,17
6003,2,3,1,4,39
6005,1,3,3,2,47
6006,1,3,1,4,37
6007,1,1,3,2,27
6008,1,1,1,4,17
6010,2,3,2,3,44
6012,2,2,1,4,29
6013,1,1,3,2,27
6014,2,2,2,2,34
6015,1,1,1,5,17
6016,2,2,1,4,29
6017,1,2,1,4,27
6018,2,3,2,3,44
6019,2,3,2,3,44
6021,1,1,2,2,22
6022,2,3,3,3,49
6023,3,3,3,1,51
6024,2,2,2,2,34
6025,3,3,3,1,51
6026,1,3,3,2,47
6027,1,1,1,4,17
6028,2,3,2,3,44
6029,2,3,2,3,44
6030,2,3,2,3,44
6031,2,1,3,2,29
6032,3,3,3,1,51
6034,2,2,3,2,39
6036,2,3,1,3,39
6037,2,2,2,3,34
6038,3,2,3,1,41
6039,1,1,2,2,22
6040,3,3,3,1,51
6041,3,3,3,1,51
6044,2,2,3,3,39
6046,2,2,3,2,39
6047,2,1,2,2,24
6048,2,2,2,2,34
6050,2,3,2,2,44
6051,3,3,3,1,51
6052,2,3,3,3,49
6054,2,2,1,5,29
6055,2,3,1,4,39
6056,2,2,2,3,34
6057,1,1,1,4,17
6058,1,1,1,5,17
6059,3,2,2,1,36
6060,1,2,1,4,27
6062,1,1,1,5,17
6063,2,3,2,3,44
6064,1,1,1,4,17
6066,2,3,1,4,39
6067,3,3,3,1,51
6068,2,2,2,3,34
6069,1,2,1,5,27
6070,2,3,2,3,44
6071,2,3,2,3,44
6072,1,2,1,5,27
6074,1,2,2,2,32
6075,2,2,2,3,34
6076,3,3,3,1,51
6077,3,2,1,3,31
6078,2,3,2,2,44
6079,2,2,2,3,34
6080,1,1,1,5,17
6081,2,3,1,4,39
6082,2,1,3,3,29
6084,2,2,2,2,34
6085,2,2,1,4,29
6087,2,2,2,2,34
6088,2,2,3,3,39
6089,1,1,1,5,17
6090,1,3,1,5,37
6091,2,2,3,3,39
6092,2,2,1,3,29
6093,2,2,3,2,39
6094,2,2,2,4,34
6095,2,2,3,2,39
6096,1,1,1,4,17
6097,1,1,1,5,17
6098,1,1,3,2,27
6101,1,1,1,4,17
6103,1,2,3,2,37
6104,1,1,1,4,17
6105,1,1,2,2,22
6106,1,1,1,4,17
6107,1,1,1,4,17
6108,1,1,1,4,17
6110,3,3,3,1,51
6111,1,1,2,2,22
6112,1,1,2,2,22
6113,3,2,2,3,36
6115,1,3,2,2,42
6116,3,3,2,1,46
6117,1,1,2,4,22
6118,3,3,3,1,51
6119,2,1,1,4,19
6120,3,3,3,1,51
6121,2,3,2,2,44
6122,1,1,3,2,27
6123,1,2,1,4,27
6124,1,1,3,2,27
6125,2,1,3,2,29
6127,2,2,2,3,34
6128,2,3,1,3,39
6129,3,2,2,1,36
6131,3,2,2,3,36
6132,1,2,1,5,27
6135,1,1,1,5,17
6136,2,2,1,4,29
6137,1,1,1,4,17
6138,2,3,1,4,39
6139,1,2,1,4,27
6141,1,1,1,5,17
6142,1,1,1,5,17
6143,3,3,3,1,51
6144,2,2,1,3,29
6145,2,3,2,3,44
6146,1,3,1,5,37
6147,2,2,1,4,29
6148,2,2,3,2,39
6149,2,1,1,4,19
6150,2,2,2,2,34
6151,2,1,1,5,19
6152,1,1,1,5,17
6153,3,3,2,1,46
6155,2,3,1,4,39
6156,1,1,2,2,22
6157,2,2,1,4,29
6158,2,2,3,2,39
6160,2,3,1,4,39
6161,2,3,2,3,44
6163,3,2,3,1,41
6164,2,2,2,2,34
6165,2,3,3,3,49
6166,3,3,2,1,46
6167,1,1,2,4,22
6168,2,3,1,4,39
6169,1,1,1,5,17
6170,2,3,3,3,49
6171,2,2,2,2,34
6172,1,1,2,2,22
6173,2,2,1,4,29
6174,1,1,1,4,17
6175,3,3,1,1,41
6176,2,2,3,2,39
6179,1,1,1,4,17
6180,2,3,2,3,44
6181,2,3,1,5,39
6182,1,1,3,2,27
6183,1,1,1,5,17
6184,2,2,3,2,39
6185,1,2,2,2,32
6186,2,3,3,3,49
6187,2,1,3,3,29
6188,2,2,1,5,29
6189,1,1,1,5,17
6190,1,2,1,4,27
6192,2,2,2,3,34
6193,2,3,2,3,44
6194,2,3,2,3,44
6195,1,2,1,4,27
6196,3,3,3,1,51
6197,2,2,2,2,34
6198,3,3,3,1,51
6199,2,3,3,3,49
6200,1,1,1,5,17
6201,1,3,2,2,42
6202,2,3,3,3,49
6204,3,3,3,1,51
6206,1,1,1,5,17
6207,2,2,1,3,29
6208,2,2,1,3,29
6209,1,3,2,4,42
6211,3,3,3,1,51
6212,2,3,2,3,44
6213,2,3,1,3,39
6214,3,3,2,1,46
6215,2,3,3,2,49
6216,2,1,2,2,24
6217,1,1,1,5,17
6218,2,3,1,4,39
6220,1,2,1,4,27
6221,2,1,2,2,24
6222,3,3,2,1,46
6223,2,3,1,5,39
6224,2,2,2,2,34
6225,1,1,1,4,17
6226,1,1,3,2,27
6227,3,3,3,1,51
6228,2,3,1,3,39
6229,3,3,3,1,51
6230,1,2,2,2,32
6231,2,3,2,3,44
6232,2,3,3,3,49
6234,1,1,1,4,17
6235,2,2,3,2,39
6237,2,3,1,4,39
6238,1,1,1,5,17
6240,1,1,2,2,22
6241,1,1,1,5,17
6242,2,3,1,4,39
6243,3,3,3,1,51
6244,2,2,2,2,34
6245,2,2,1,4,29
6246,2,3,2,2,44
6247,2,1,1,4,19
6248,1,2,3,2,37
6249,1,1,2,4,22
6250,2,2,3,2,39
6251,2,2,3,3,39
6252,2,2,3,2,39
6253,2,3,2,3,44
6254,3,3,3,1,51
6256,2,3,3,3,49
6257,3,2,3,1,41
6258,1,1,1,5,17
6259,2,2,1,4,29
6260,1,1,2,4,22
6261,3,2,3,1,41
6262,2,2,2,2,34
6263,2,2,3,2,39
6264,2,2,3,2,39
6265,1,1,2,2,22
6266,2,3,3,3,49
6267,2,2,1,4,29
6271,3,3,3,1,51
6272,1,1,1,4,17
6273,1,1,1,5,17
6275,1,3,1,4,37
6276,2,2,2,4,34
6277,1,3,2,2,42
6278,2,2,1,5,29
6281,1,1,3,2,27
6283,2,2,2,2,34
6284,2,2,3,2,39
6287,3,3,3,1,51
6288,2,2,2,3,34
6289,1,1,3,2,27
6290,1,2,1,5,27
6291,2,2,2,2,34
6292,1,1,2,2,22
6293,2,3,1,4,39
6294,3,3,2,1,46
6295,2,2,2,3,34
6296,3,3,2,1,46
6297,2,2,1,5,29
6298,1,1,3,2,27
6300,2,1,2,2,24
6303,2,2,1,4,29
6304,3,3,2,1,46
6306,2,2,2,3,34
6307,1,2,1,5,27
6308,1,2,1,5,27
6309,1,1,1,5,17
6311,2,2,1,4,29
6313,2,2,3,2,39
6314,2,2,2,3,34
6316,3,3,3,1,51
6319,3,3,1,3,41
6320,2,2,3,2,39
6321,1,1,2,2,22
6322,1,1,3,2,27
6323,2,3,2,3,44
6324,2,3,3,3,49
6325,2,2,3,3,39
6326,2,2,1,4,29
6327,1,1,1,5,17
6328,3,2,3,1,41
6329,1,2,1,5,27
6330,1,2,3,2,37
6331,1,1,1,5,17
6333,2,2,2,4,34
6335,2,2,1,5,29
6336,2,3,3,3,49
6337,1,3,1,4,37
6338,2,2,3,2,39
6339,2,2,3,2,39
6340,1,2,2,2,32
6341,2,3,2,3,44
6343,1,1,2,4,22
6344,2,3,3,3,49
6345,3,3,2,1,46
6346,3,2,1,3,31
6347,1,1,1,5,17
6348,2,2,3,2,39
6349,3,3,1,3,41
6350,2,3,2,3,44
6351,2,2,2,2,34
6353,2,1,1,4,19
6354,1,1,1,4,17
6355,1,1,3,2,27
6356,1,1,1,4,17
6358,2,2,3,2,39
6360,3,3,3,1,51
6361,3,2,3,1,41
6362,2,1,1,4,19
6363,2,2,1,4,29
6364,2,1,3,2,29
6365,2,3,2,2,44
6366,2,2,2,4,34
6367,1,1,1,4,17
6368,1,2,1,4,27
6369,2,3,3,2,49
6370,2,2,1,4,29
6371,1,2,1,5,27
6372,2,2,2,3,34
6373,2,2,1,4,29
6374,1,2,1,4,27
6375,2,1,2,2,24
6376,2,2,3,2,39
6377,1,1,1,4,17
6378,1,1,2,4,22
6380,3,3,3,1,51
6381,1,2,1,5,27
6383,2,2,1,5,29
6385,2,2,1,4,29
6386,1,1,2,2,22
6387,3,3,3,1,51
6388,1,1,3,2,27
6389,2,2,2,3,34
6390,2,2,3,2,39
6391,2,2,1,4,29
6392,2,1,3,3,29
6393,2,2,1,5,29
6394,2,2,3,2,39
6395,3,2,1,3,31
6396,3,2,2,3,36
6397,3,2,3,1,41
6398,3,3,3,1,51
6399,2,2,1,4,29
6402,2,2,1,5,29
6403,2,1,2,2,24
6404,1,1,1,5,17
6405,2,3,1,4,39
6406,3,2,2,1,36
6407,1,1,3,2,27
6408,1,1,1,4,17
6409,2,2,1,4,29
6410,2,2,3,3,39
6411,2,2,1,5,29
6414,2,3,2,3,44
6415,2,1,3,2,29
6417,2,2,3,2,39
6418,1,1,3,2,27
6419,1,1,1,5,17
6420,1,1,1,5,17
6421,1,2,2,2,32
6422,2,2,2,2,34
6423,2,2,3,2,39
6425,1,1,1,4,17
6426,2,2,2,3,34
6427,2,2,1,5,29
6428,2,2,1,5,29
6429,1,1,1,4,17
6430,1,1,1,4,17
6434,1,1,3,2,27
6435,1,1,3,2,27
6437,2,2,2,2,34
6439,2,2,2,3,34
6440,1,2,2,2,32
6441,2,3,1,4,39
6442,2,3,3,3,49
6443,1,1,2,2,22
6445,2,2,2,2,34
6446,1,1,2,2,22
6447,2,2,1,4,29
6448,1,1,1,4,17
6449,3,3,2,1,46
6450,2,2,1,3,29
6451,2,2,3,3,39
6453,2,2,2,3,34
6454,3,3,3,1,51
6455,1,1,3,2,27
6456,1,1,1,5,17
6457,2,2,1,5,29
6458,2,3,2,3,44
6459,1,2,1,5,27
6460,2,2,2,2,34
6461,1,1,2,2,22
6462,1,2,1,4,27
6463,1,1,3,2,27
6464,1,1,1,4,17
6465,1,1,3,2,27
6466,3,2,3,1,41
6467,2,2,2,3,34
6468,1,2,1,5,27
6470,3,3,3,1,51
6472,2,3,3,3,49
6473,1,3,1,5,37
6474,3,3,3,1,51
6475,1,3,2,4,42
6477,2,2,1,4,29
6478,2,2,3,3,39
6479,3,2,3,1,41
6480,2,3,2,3,44
6481,1,1,1,4,17
6482,3,3,3,1,51
6483,2,3,2,4,44
6484,2,2,1,4,29
6485,1,1,1,5,17
6487,3,2,3,1,41
6490,2,2,1,4,29
6491,3,3,2,1,46
6493,2,2,1,4,29
6494,1,1,1,5,17
6495,3,3,2,1,46
6496,2,1,1,4,19
6497,2,2,1,4,29
6498,2,3,1,5,39
6499,1,2,1,5,27
6500,1,1,1,4,17
6501,2,3,3,2,49
6502,3,2,3,1,41
6503,1,2,2,4,32
6504,2,3,1,4,39
6507,2,2,2,2,34
6508,2,1,3,2,29
6509,2,2,3,3,39
6510,2,3,2,3,44
6511,2,2,1,4,29
6512,2,3,1,3,39
6513,2,3,2,3,44
6514,2,3,3,3,49
6515,2,2,2,3,34
6516,3,3,3,1,51
6518,1,1,1,4,17
6519,3,3,3,1,51
6520,2,2,2,3,34
6521,2,2,3,2,39
6524,2,3,2,2,44
6525,1,1,1,4,17
6526,1,2,3,2,37
6527,3,3,2,1,46
6528,1,3,1,4,37
6529,2,3,3,2,49
6530,1,1,2,4,22
6532,3,3,2,1,46
6533,2,2,2,4,34
6534,3,3,2,1,46
6535,2,2,2,3,34
6537,2,3,2,3,44
6538,1,1,3,2,27
6540,2,3,3,3,49
6541,1,1,1,4,17
6542,1,1,1,4,17
6543,3,3,3,1,51
6544,1,1,1,4,17
6545,1,1,1,5,17
6546,2,3,1,5,39
6547,2,2,1,4,29
6548,2,3,3,3,49
6549,1,1,1,5,17
6550,1,1,1,4,17
6551,1,1,2,2,22
6552,2,2,2,3,34
6554,2,2,2,3,34
6555,1,1,1,4,17
6556,1,1,1,4,17
6557,1,1,1,5,17
6558,3,3,1,3,41
6559,2,3,1,4,39
6560,1,1,3,2,27
6561,1,2,3,2,37
6562,3,2,3,1,41
6563,2,2,3,3,39
6564,2,3,2,3,44
6565,3,3,3,1,51
6566,3,3,3,1,51
6567,2,1,2,2,24
6569,3,3,2,3,46
6570,2,2,2,3,34
6572,2,3,3,3,49
6573,2,2,1,5,29
6574,2,2,3,2,39
6575,2,2,3,3,39
6576,1,1,1,4,17
6577,2,1,1,4,19
6578,1,1,1,5,17
6579,2,2,2,3,34
6580,1,1,1,5,17
6581,2,2,3,2,39
6582,2,2,1,4,29
6583,1,1,2,4,22
6586,2,2,2,2,34
6587,1,1,1,5,17
6588,3,2,2,3,36
6589,1,2,1,4,27
6590,2,2,1,4,29
6591,2,1,1,4,19
6592,2,2,1,3,29
6593,1,1,1,5,17
6594,2,2,3,2,39
6595,2,2,2,2,34
6596,1,1,1,4,17
6598,2,2,2,2,34
6600,2,3,1,4,39
6602,2,3,2,3,44
6603,2,3,3,3,49
6604,1,1,1,4,17
6605,1,1,1,5,17
6606,2,3,3,2,49
6607,2,2,2,2,34
6608,3,3,3,1,51
6610,2,2,1,5,29
6611,2,2,1,4,29
6612,1,1,1,5,17
6613,2,2,2,3,34
6614,2,3,3,3,49
6615,1,1,1,5,17
6616,1,2,1,5,27
6617,2,2,2,4,34
6618,1,1,1,4,17
6620,1,2,3,2,37
6621,1,2,1,4,27
6622,3,2,2,1,36
6623,2,3,1,4,39
6624,2,2,3,3,39
6625,2,2,2,3,34
6626,2,3,3,3,49
6627,2,2,2,3,34
6628,2,1,1,4,19
6629,1,1,1,5,17
6630,3,3,2,1,46
6631,2,3,2,3,44
6632,2,2,2,2,34
6634,1,1,3,2,27
6635,2,1,3,2,29
6636,2,1,2,2,24
6637,1,1,1,5,17
6638,2,1,1,4,19
6639,2,2,3,2,39
6640,2,3,1,3,39
6641,2,2,1,4,29
6642,2,3,2,2,44
6643,2,3,2,4,44
6644,2,3,2,3,44
6645,1,2,1,4,27
6646,1,1,1,4,17
6648,1,1,1,4,17
6651,2,2,1,4,29
6652,3,3,2,1,46
6653,2,3,1,4,39
6654,2,2,3,2,39
6656,1,1,1,4,17
6657,1,1,1,4,17
6658,3,2,3,1,41
6659,3,2,2,3,36
6660,1,3,1,5,37
6661,1,1,2,2,22
6662,3,2,3,1,41
6663,2,1,1,3,19
6664,2,2,3,2,39
6665,1,1,3,2,27
6667,1,1,2,4,22
6670,1,1,1,5,17
6672,2,2,1,4,29
6673,1,3,3,2,47
6674,1,2,2,2,32
6675,2,3,1,5,39
6676,2,3,3,3,49
6678,2,3,1,5,39
6680,1,1,1,4,17
6681,1,2,1,4,27
6682,2,3,3,2,49
6683,1,1,1,5,17
6684,2,2,3,2,39
6685,1,1,1,5,17
6686,1,3,1,4,37
6687,3,2,3,1,41
6688,2,2,2,2,34
6689,1,1,2,4,22
6690,1,1,1,5,17
6694,1,1,2,2,22
6695,3,3,3,1,51
