"User","freq_type","mone_type","rec_type","Cluster","value"
9704,2,3,1,5,39
9705,1,2,2,4,32
9706,2,2,1,4,29
9707,1,1,3,2,27
9709,1,1,3,2,27
9710,2,1,1,4,19
9711,3,3,2,1,46
9712,2,2,2,2,34
9713,1,1,1,5,17
9715,2,3,3,3,49
9718,2,2,1,4,29
9719,1,1,3,2,27
9720,1,1,3,2,27
9721,2,3,3,3,49
9722,2,1,3,2,29
9723,1,2,1,5,27
9724,2,3,2,3,44
9725,3,3,2,1,46
9727,1,1,1,4,17
9728,2,2,3,2,39
9729,2,3,1,4,39
9732,2,1,3,3,29
9733,3,3,2,1,46
9735,2,2,2,3,34
9736,2,3,3,3,49
9738,2,2,2,4,34
9739,2,2,1,4,29
9740,2,2,3,2,39
9741,3,3,2,1,46
9742,2,3,1,3,39
9743,1,1,3,2,27
9744,1,1,3,2,27
9745,2,2,1,4,29
9747,2,2,2,3,34
9748,3,3,1,1,41
9749,2,2,3,3,39
9750,2,3,3,3,49
9751,1,1,1,5,17
9753,1,1,3,2,27
9754,2,3,3,3,49
9755,1,1,1,5,17
9756,2,3,2,3,44
9757,3,3,2,1,46
9758,1,2,3,2,37
9759,1,1,1,4,17
9760,3,3,3,1,51
9762,1,1,2,4,22
9763,2,3,3,3,49
9764,2,3,3,2,49
9766,2,1,2,2,24
9767,2,2,2,2,34
9768,3,2,3,1,41
9770,1,2,3,2,37
9771,1,1,1,5,17
9772,2,2,3,2,39
9773,1,2,1,5,27
9774,2,3,2,3,44
9775,2,3,2,3,44
9776,3,3,3,1,51
9777,1,3,1,5,37
9778,1,1,1,5,17
9779,3,2,3,1,41
9780,2,3,3,3,49
9781,1,2,2,2,32
9782,3,3,3,1,51
9783,2,2,3,2,39
9784,1,1,1,5,17
9785,2,3,3,2,49
9786,3,3,2,1,46
9788,2,1,1,4,19
9790,1,1,1,5,17
9791,1,1,2,4,22
9792,2,1,2,2,24
9793,2,2,3,2,39
9794,2,2,3,3,39
9795,2,2,3,3,39
9797,2,2,3,2,39
9798,1,2,1,5,27
9799,1,1,1,5,17
9800,2,3,1,3,39
9801,2,2,3,2,39
9802,3,3,3,1,51
9803,3,3,3,1,51
9805,2,3,1,4,39
9806,2,3,1,4,39
9807,1,1,2,2,22
9808,3,3,2,1,46
9809,3,3,3,1,51
9810,2,2,3,2,39
9811,3,3,3,1,51
9812,1,1,1,5,17
9813,2,3,3,2,49
9814,2,3,1,4,39
9815,1,1,1,4,17
9816,1,1,1,4,17
9817,2,3,1,4,39
9818,3,3,3,1,51
9819,1,1,3,2,27
9820,1,1,1,4,17
9821,3,2,2,1,36
9822,1,1,1,5,17
9823,3,3,1,3,41
9824,3,3,2,1,46
9825,2,2,1,3,29
9826,1,1,1,4,17
9827,3,3,1,3,41
9828,2,2,1,4,29
9829,2,2,2,3,34
9830,1,3,3,2,47
9831,1,1,2,4,22
9832,3,3,3,1,51
9833,2,2,1,4,29
9834,2,2,2,2,34
9835,2,2,1,5,29
9836,2,3,3,3,49
9837,2,3,3,3,49
9838,2,3,2,2,44
9839,1,2,1,4,27
9840,1,1,2,2,22
9841,2,2,1,4,29
9842,3,3,2,1,46
9844,1,2,1,5,27
9845,3,3,3,1,51
9846,2,2,2,2,34
9847,1,3,1,5,37
9848,2,2,1,4,29
9849,2,3,3,2,49
9850,2,3,1,4,39
9851,1,1,1,4,17
9852,3,3,1,3,41
9853,2,3,3,3,49
9854,2,2,2,4,34
9855,3,3,3,1,51
9857,2,1,3,2,29
9858,3,3,1,3,41
9861,2,2,1,4,29
9862,2,3,2,3,44
9863,2,1,3,2,29
9864,1,1,1,5,17
9866,2,2,3,3,39
9868,2,2,2,3,34
9869,2,1,2,2,24
9870,1,1,2,4,22
9872,3,3,2,1,46
9873,2,3,1,3,39
9875,2,2,2,2,34
9876,3,3,1,3,41
9877,1,1,1,4,17
9878,1,1,1,5,17
9879,2,2,2,2,34
9880,2,2,1,5,29
9881,1,2,1,5,27
9883,1,1,1,4,17
9884,1,1,3,2,27
9885,1,2,1,5,27
9886,2,2,3,2,39
9887,1,1,1,4,17
9888,1,3,2,4,42
9891,2,2,1,4,29
9892,1,1,1,5,17
9893,1,1,3,2,27
9894,3,3,3,1,51
9895,2,3,1,4,39
9897,2,2,1,4,29
9898,1,1,1,5,17
9899,1,1,2,2,22
9900,3,3,2,1,46
9901,2,2,2,3,34
9902,3,3,3,1,51
9903,1,1,1,4,17
9904,2,2,1,4,29
9905,2,1,3,2,29
9906,2,1,3,3,29
9907,1,1,1,5,17
9909,1,1,3,2,27
9910,2,2,1,4,29
9911,3,3,3,1,51
9912,1,1,2,2,22
9913,2,1,3,2,29
9914,2,1,1,4,19
9915,3,2,1,1,31
9916,2,3,1,3,39
9918,2,3,1,4,39
9919,1,2,1,4,27
9920,2,2,1,4,29
9921,1,1,1,5,17
9922,2,2,1,4,29
9923,2,3,3,3,49
9924,2,2,3,3,39
9925,1,1,1,5,17
9926,2,2,3,3,39
9927,1,2,1,5,27
9928,3,3,3,1,51
9929,1,1,1,4,17
9930,2,3,1,4,39
9932,1,2,2,2,32
9933,2,2,2,2,34
9935,1,1,1,5,17
9937,2,2,1,4,29
9939,2,3,1,5,39
9940,2,2,1,3,29
9941,3,3,3,1,51
9942,2,1,1,4,19
9943,1,2,1,4,27
9944,1,3,1,5,37
9946,2,1,3,2,29
9948,1,3,1,4,37
9949,3,3,2,1,46
9950,1,1,2,2,22
9951,2,2,1,5,29
9952,2,3,3,3,49
9953,2,3,1,5,39
9955,1,1,1,4,17
9956,3,2,3,1,41
9957,1,1,1,5,17
9958,1,1,2,2,22
9960,2,1,3,2,29
9961,2,1,1,4,19
9962,1,2,2,2,32
9963,1,1,2,2,22
9964,2,2,1,4,29
9965,1,2,2,2,32
9966,1,1,3,2,27
9967,1,1,1,5,17
9968,2,3,1,3,39
9969,1,1,3,2,27
9970,1,2,3,2,37
9971,2,2,1,4,29
9972,2,1,3,2,29
9973,2,2,2,2,34
9974,3,3,3,1,51
9975,1,1,1,5,17
9976,2,1,2,2,24
9977,1,1,1,4,17
9978,1,1,2,2,22
9979,3,3,1,3,41
9982,2,2,1,4,29
9984,2,2,1,4,29
9985,2,3,1,5,39
9986,1,1,3,2,27
9987,2,2,3,3,39
9988,2,2,3,3,39
9989,2,1,3,2,29
9992,3,3,2,1,46
9993,3,3,2,1,46
9994,1,2,1,5,27
9995,1,1,2,2,22
9996,2,2,3,2,39
10000,1,2,1,4,27
10001,1,1,2,2,22
10002,1,1,3,2,27
10005,1,3,2,4,42
10007,1,1,1,5,17
10009,2,3,3,3,49
10010,2,2,1,4,29
10011,1,1,1,4,17
10012,1,1,1,5,17
10013,2,2,1,4,29
10014,2,1,1,4,19
10015,3,3,2,1,46
10017,2,1,3,2,29
10018,2,2,3,2,39
10019,2,2,3,2,39
10020,2,3,2,2,44
10022,3,3,2,1,46
10023,2,2,1,4,29
10025,2,2,2,3,34
10026,2,3,3,2,49
10027,3,3,2,1,46
10028,2,2,1,4,29
10029,2,1,3,2,29
10032,2,2,2,4,34
10033,1,1,1,4,17
10034,2,3,3,3,49
10035,3,3,2,1,46
10036,2,2,1,3,29
10037,3,2,1,3,31
10038,2,3,3,3,49
10040,2,2,3,2,39
10041,3,3,3,1,51
10042,2,3,1,3,39
10043,2,3,2,2,44
10044,3,3,3,1,51
10046,2,1,3,2,29
10047,3,3,3,1,51
10049,2,2,3,3,39
10051,1,1,1,5,17
10052,3,3,3,1,51
10053,1,1,2,4,22
10054,2,2,3,2,39
10055,3,3,2,1,46
10056,1,1,1,5,17
10057,2,2,2,2,34
10058,2,2,3,2,39
10059,1,1,1,5,17
10060,3,3,1,3,41
10061,2,2,1,4,29
10062,1,1,1,5,17
10063,2,2,3,2,39
10064,2,1,2,2,24
10065,1,1,3,2,27
10066,2,3,3,3,49
10067,2,2,2,2,34
10068,1,1,2,2,22
10070,2,2,1,4,29
10071,2,3,2,3,44
10072,2,3,1,3,39
10073,2,2,2,2,34
10074,3,3,2,1,46
10075,3,3,3,1,51
10076,1,1,3,2,27
10077,2,3,1,5,39
10078,1,1,1,4,17
10080,2,2,2,3,34
10081,1,1,1,4,17
10082,1,1,2,2,22
10084,3,3,1,3,41
10085,2,2,3,3,39
10086,1,1,3,2,27
10087,2,3,3,3,49
10088,1,1,1,5,17
10091,3,3,3,1,51
10092,2,2,3,2,39
10093,3,3,3,1,51
10094,2,2,1,4,29
10095,2,2,2,2,34
10096,1,1,3,2,27
10097,1,3,1,5,37
10098,2,3,3,3,49
10100,1,2,1,4,27
10101,2,2,1,4,29
10102,3,2,3,1,41
10103,2,2,1,4,29
10104,1,1,1,5,17
10105,1,1,2,4,22
10106,3,3,2,1,46
10107,3,2,3,1,41
10108,2,3,1,4,39
10109,1,1,2,2,22
10111,1,1,1,5,17
10112,2,3,3,3,49
10113,2,2,2,3,34
10114,2,2,1,4,29
10115,2,3,3,2,49
10116,1,3,1,5,37
10118,2,2,2,2,34
10119,2,2,3,3,39
10121,2,2,3,2,39
10122,1,1,3,2,27
10125,1,1,3,2,27
10126,1,1,3,2,27
10127,2,2,1,5,29
10128,2,1,2,3,24
10129,2,2,3,2,39
10130,2,3,1,4,39
10131,3,3,2,1,46
10132,2,2,3,3,39
10134,1,1,3,2,27
10135,2,2,2,2,34
10136,3,3,3,1,51
10137,2,3,3,3,49
10138,2,2,1,4,29
10139,2,2,3,3,39
10140,1,3,3,2,47
10141,2,3,1,3,39
10142,2,2,3,3,39
10144,2,2,1,4,29
10145,2,3,1,4,39
10146,1,1,1,5,17
10147,3,2,3,1,41
10148,2,3,2,3,44
10149,1,1,1,4,17
10150,1,3,1,5,37
10151,2,2,1,4,29
10152,3,3,3,1,51
10153,2,3,2,3,44
10154,2,3,1,4,39
10155,2,2,1,4,29
10157,2,2,2,2,34
10158,2,3,3,3,49
10159,2,2,1,4,29
10160,3,3,3,1,51
10161,2,2,3,3,39
10162,1,1,1,4,17
10163,2,2,1,3,29
10164,2,3,2,3,44
10165,2,3,2,3,44
10166,1,1,1,5,17
10167,1,2,2,2,32
10168,1,1,1,4,17
10169,2,2,3,2,39
10172,1,1,1,5,17
10173,1,2,1,5,27
10174,2,2,1,4,29
10175,2,2,2,3,34
10176,1,1,1,5,17
10177,2,3,2,2,44
10179,1,2,1,4,27
10180,2,3,3,3,49
10181,1,2,1,4,27
10182,3,3,1,3,41
10183,1,2,1,5,27
10184,2,3,3,2,49
10186,3,3,3,1,51
10187,2,2,3,3,39
10188,1,1,2,2,22
10189,2,3,2,3,44
10192,3,2,3,1,41
10193,3,2,1,3,31
10194,1,1,1,5,17
10195,2,2,2,2,34
10196,2,3,2,2,44
10197,3,3,1,3,41
10198,1,1,1,5,17
10199,2,2,1,4,29
10200,1,1,1,4,17
10201,2,2,3,3,39
10203,2,2,3,3,39
10204,3,3,2,1,46
10205,1,1,1,4,17
10206,1,2,1,4,27
10210,1,1,3,2,27
10211,1,1,1,5,17
10212,2,2,2,3,34
10213,3,3,3,1,51
10214,1,1,2,2,22
10215,3,3,3,1,51
10216,2,2,1,4,29
10217,3,3,2,1,46
10218,2,3,1,4,39
10219,2,1,1,4,19
10220,1,1,2,2,22
10221,2,3,3,3,49
10222,2,3,3,2,49
10223,3,3,3,1,51
10224,2,2,2,3,34
10225,3,3,3,1,51
10226,2,2,3,2,39
10227,2,2,1,4,29
10228,3,2,2,3,36
10230,3,3,3,1,51
10231,2,3,2,3,44
10232,2,3,1,5,39
10233,2,2,1,5,29
10234,1,1,3,2,27
10235,2,1,1,4,19
10237,1,1,1,5,17
10238,1,2,3,2,37
10239,1,1,1,5,17
10240,2,1,1,4,19
10241,2,2,1,4,29
10242,2,3,2,3,44
10243,1,3,1,5,37
10244,1,1,1,4,17
10245,2,2,3,2,39
10246,3,3,1,1,41
10247,2,1,1,4,19
10249,2,1,3,2,29
10250,2,2,1,4,29
10251,2,2,2,3,34
10252,2,2,2,2,34
10253,1,3,1,4,37
10254,2,2,3,3,39
10256,2,3,1,4,39
10257,2,3,3,2,49
10258,2,1,1,5,19
10259,1,1,2,4,22
10260,2,3,3,2,49
10261,1,1,1,4,17
10262,2,2,1,5,29
10263,1,1,1,5,17
10264,1,2,1,5,27
10265,2,1,1,4,19
10266,3,2,2,3,36
10267,1,3,1,5,37
10268,2,2,2,2,34
10269,1,1,1,5,17
10270,2,2,3,2,39
10271,2,2,3,2,39
10272,2,2,3,2,39
10273,3,2,1,3,31
10274,2,2,2,2,34
10276,1,1,1,5,17
10277,3,3,3,1,51
10278,2,2,1,3,29
10279,1,3,1,5,37
10281,2,2,2,2,34
10282,2,1,3,2,29
10283,1,1,3,2,27
10284,2,3,3,3,49
10285,2,3,1,4,39
10286,3,3,2,1,46
10287,2,2,1,4,29
10288,2,2,3,3,39
10289,1,3,1,5,37
10290,1,1,1,5,17
10291,3,3,1,3,41
10292,3,3,3,1,51
10293,2,3,3,3,49
10294,1,2,1,5,27
10295,2,3,1,4,39
10296,2,1,1,4,19
10297,1,2,1,5,27
10299,3,3,1,3,41
10300,2,2,1,4,29
10301,2,2,3,2,39
10302,1,1,1,4,17
10304,1,1,2,2,22
10305,1,1,1,4,17
10306,2,2,1,3,29
10308,3,3,2,3,46
10309,1,1,2,2,22
10310,2,2,3,3,39
10311,2,2,1,3,29
10312,2,3,2,3,44
10313,1,1,1,5,17
10314,2,2,1,4,29
10315,2,3,2,3,44
10316,2,2,1,3,29
10317,3,3,3,1,51
10318,2,2,1,4,29
10319,2,2,2,2,34
10320,3,3,2,1,46
10321,2,2,1,4,29
10322,2,1,3,2,29
10323,1,1,1,5,17
10324,2,2,2,2,34
10325,3,3,3,1,51
10326,2,2,3,3,39
10327,2,2,1,3,29
10328,2,2,1,4,29
10329,2,3,3,2,49
10330,2,1,1,5,19
10331,3,3,1,1,41
10332,1,3,1,5,37
10333,2,3,1,3,39
10334,1,1,1,4,17
10335,2,3,3,3,49
10336,3,3,3,1,51
10337,2,2,3,3,39
10338,2,2,1,4,29
10339,1,2,1,4,27
10340,2,2,3,2,39
10341,1,1,1,5,17
10342,2,2,3,3,39
10343,1,1,1,5,17
10346,2,2,2,2,34
10349,3,3,3,1,51
10351,2,2,3,2,39
10352,1,1,1,5,17
10353,2,3,2,3,44
10354,2,2,1,4,29
10355,1,1,1,5,17
10358,3,3,2,1,46
10359,1,1,1,5,17
10360,2,1,2,2,24
10361,1,1,3,2,27
10362,2,3,3,3,49
10363,1,1,2,2,22
10364,1,1,1,4,17
10366,1,1,2,4,22
10367,2,1,3,2,29
10368,2,3,1,4,39
10369,1,1,3,2,27
10370,1,1,1,5,17
10371,2,2,2,3,34
10372,3,3,2,1,46
10373,1,1,2,2,22
10375,2,2,1,4,29
10376,2,3,1,4,39
10377,2,2,3,3,39
10378,2,2,2,2,34
10379,1,3,3,2,47
10380,1,1,1,5,17
10381,3,3,3,1,51
10382,1,1,1,5,17
10383,1,1,1,4,17
10384,1,1,3,2,27
10385,2,2,2,2,34
10386,1,1,1,4,17
10387,1,1,2,2,22
10388,1,2,3,2,37
10389,1,1,1,5,17
10390,3,3,2,1,46
10391,3,3,3,1,51
10392,2,3,3,2,49
10393,3,3,1,1,41
10394,3,3,2,1,46
10395,2,2,1,4,29
10396,3,3,3,1,51
10397,1,1,1,5,17
10399,1,2,2,2,32
10400,3,3,2,1,46
10402,3,3,1,1,41
10403,2,3,2,3,44
10404,1,1,3,2,27
10405,2,3,1,3,39
10406,1,2,2,2,32
10407,1,2,1,5,27
10411,2,3,3,3,49
10412,1,1,1,5,17
10413,1,1,1,4,17
10414,3,3,1,3,41
10416,2,3,1,3,39
10417,3,3,2,1,46
10418,2,1,3,2,29
10419,1,1,1,4,17
10420,2,3,1,5,39
10422,2,2,1,4,29
10423,3,3,2,1,46
10425,2,3,2,3,44
10427,2,3,1,5,39
10428,2,3,3,3,49
10429,3,3,3,1,51
10430,2,2,1,4,29
10431,1,1,2,4,22
10432,2,2,3,3,39
10433,2,3,2,2,44
10434,2,3,1,4,39
10435,1,2,2,2,32
10436,2,2,3,3,39
10437,1,1,1,4,17
10438,2,1,1,4,19
10439,1,2,1,5,27
10440,2,2,2,3,34
10441,2,3,2,3,44
10442,1,1,3,2,27
10443,1,3,2,2,42
10444,1,2,3,2,37
10445,1,2,1,5,27
10446,3,3,2,1,46
10447,1,1,1,4,17
10449,3,3,2,1,46
10450,1,1,1,4,17
10451,2,2,3,2,39
10452,2,2,2,2,34
10453,2,3,2,3,44
10454,2,2,1,4,29
10455,3,3,3,1,51
10456,1,1,1,5,17
10457,2,2,1,3,29
10458,2,1,3,2,29
10459,2,2,3,2,39
10460,1,1,1,4,17
10461,2,2,2,2,34
10462,1,3,1,5,37
10463,2,2,3,3,39
10464,1,1,1,5,17
10465,2,2,1,4,29
10466,2,3,3,3,49
10467,2,2,2,3,34
10468,3,3,3,1,51
10469,1,1,2,4,22
10470,1,1,2,2,22
10471,2,3,1,4,39
10472,2,2,3,2,39
10473,2,2,2,4,34
10474,1,1,1,5,17
10475,1,1,2,2,22
10476,1,1,1,4,17
10478,2,2,2,2,34
10480,2,2,3,2,39
10481,3,3,3,1,51
10482,2,3,1,4,39
10483,2,2,3,3,39
10485,1,1,1,4,17
10486,3,3,3,1,51
10487,2,2,2,3,34
10488,2,2,3,3,39
10489,1,1,2,4,22
10490,3,3,3,1,51
10491,1,2,3,2,37
10492,1,2,3,2,37
10493,2,2,2,3,34
10495,2,2,3,2,39
10496,3,3,3,1,51
10497,3,3,3,1,51
10499,2,3,2,3,44
10500,2,2,1,4,29
10501,2,2,1,5,29
10502,2,2,1,4,29
10503,2,3,3,3,49
10504,1,1,3,2,27
10505,2,2,1,5,29
10506,3,3,3,1,51
10507,3,3,2,1,46
10508,2,3,3,3,49
10509,3,3,3,1,51
10510,2,2,1,4,29
10511,1,3,1,4,37
10512,2,2,2,3,34
10514,2,3,3,3,49
10515,2,3,1,3,39
10516,2,2,2,2,34
10518,3,2,2,1,36
10520,1,1,1,5,17
10521,2,2,3,3,39
10523,2,3,1,3,39
10524,1,2,1,5,27
10526,1,1,2,2,22
10527,3,3,3,1,51
10528,2,3,1,4,39
10530,2,2,3,2,39
10531,2,2,1,4,29
10532,2,2,1,4,29
10534,2,1,1,4,19
10535,1,1,2,2,22
10536,2,2,1,4,29
10537,2,3,1,3,39
10539,2,1,1,4,19
10541,3,3,3,1,51
10542,1,1,1,4,17
10543,3,3,2,1,46
10544,1,1,1,4,17
10545,1,1,3,2,27
10546,3,3,3,1,51
10548,3,3,2,1,46
10549,2,1,2,2,24
10550,2,1,1,4,19
10551,2,2,3,2,39
10552,2,3,3,3,49
10554,2,2,1,4,29
10555,1,3,1,5,37
10556,1,2,1,4,27
10557,2,2,2,4,34
10558,2,3,3,3,49
10559,3,3,1,1,41
10560,3,2,1,3,31
10561,2,2,2,2,34
10562,2,2,2,2,34
10563,1,1,1,5,17
10564,1,1,2,2,22
10565,2,2,3,3,39
10567,3,3,2,3,46
10568,1,1,2,2,22
10569,1,2,1,4,27
10571,2,2,2,2,34
10572,3,3,3,1,51
10573,1,3,1,4,37
10575,3,2,2,3,36
10576,2,3,3,3,49
10577,1,1,1,4,17
10578,1,1,1,5,17
10579,2,2,1,4,29
10580,2,1,1,4,19
10581,1,1,1,5,17
10582,2,2,1,4,29
10583,2,3,2,4,44
10584,3,3,3,1,51
10585,1,2,3,2,37
10586,3,3,3,1,51
10587,2,3,3,3,49
10589,2,2,1,4,29
10590,3,3,3,1,51
10591,2,3,3,3,49
10592,2,2,1,4,29
10593,1,2,1,5,27
10595,2,2,3,2,39
10596,2,2,2,3,34
10597,1,3,1,4,37
10599,1,2,3,2,37
10600,3,3,3,1,51
10601,2,2,1,4,29
10603,2,2,2,2,34
10605,2,3,2,3,44
10606,2,2,2,3,34
10607,1,1,1,5,17
10608,1,2,3,2,37
10609,1,1,1,4,17
10610,2,2,1,5,29
10611,2,2,3,2,39
10612,2,1,2,2,24
10613,2,3,1,3,39
10614,2,2,3,2,39
10615,3,3,2,1,46
10616,2,3,2,3,44
10617,2,3,2,3,44
10619,2,2,2,2,34
10622,3,3,3,1,51
10623,1,2,2,4,32
10624,2,3,2,2,44
10625,3,3,3,1,51
10626,2,2,2,2,34
10627,2,3,1,4,39
10628,3,3,3,1,51
10629,3,3,3,1,51
10630,2,3,2,3,44
10631,2,1,1,4,19
10632,1,1,2,2,22
10633,1,1,2,2,22
10634,2,2,2,3,34
10635,3,3,2,1,46
10636,2,2,2,2,34
10638,2,2,2,3,34
10639,2,2,2,2,34
10640,2,2,2,2,34
10641,2,3,1,4,39
10642,3,3,1,3,41
10643,1,2,2,2,32
10644,1,1,3,2,27
10646,1,3,1,4,37
10647,1,1,1,4,17
10649,1,1,1,5,17
10651,2,2,3,3,39
10653,2,3,1,5,39
10654,1,1,1,4,17
10655,2,2,1,3,29
10656,1,1,1,5,17
10658,2,3,2,3,44
10661,2,3,3,3,49
10662,3,3,3,1,51
10663,3,3,3,1,51
10664,2,3,1,4,39
10665,2,3,2,2,44
10666,1,1,1,5,17
10667,1,1,3,2,27
10668,2,2,3,2,39
10669,2,2,2,2,34
10671,2,3,2,2,44
10672,2,2,1,4,29
10673,1,1,3,2,27
10674,2,3,3,3,49
10675,1,1,2,2,22
10676,2,2,3,3,39
10677,2,2,1,4,29
10679,1,1,1,5,17
10680,2,2,2,2,34
10681,1,2,1,5,27
10682,2,1,1,4,19
10683,2,2,1,4,29
10684,2,2,1,4,29
10685,2,3,2,3,44
10686,2,2,2,2,34
10687,1,1,1,4,17
10688,1,1,2,2,22
10689,2,3,3,2,49
10690,1,2,1,4,27
10691,1,2,3,2,37
10693,2,2,1,4,29
10694,2,2,3,3,39
10695,3,2,3,1,41
10696,2,3,3,3,49
10697,1,1,1,4,17
10698,2,3,3,3,49
10699,1,1,1,5,17
10700,1,1,1,5,17
10701,1,1,3,2,27
10702,2,2,2,3,34
10703,3,3,3,1,51
10705,1,3,1,5,37
10707,2,3,3,2,49
10708,2,3,1,4,39
10709,2,2,3,2,39
10711,2,2,1,4,29
10712,3,3,3,1,51
10713,2,3,2,3,44
10714,2,2,3,2,39
10715,2,3,2,2,44
10716,2,3,3,2,49
10717,1,1,1,4,17
10718,2,3,1,4,39
10719,2,3,3,3,49
10721,2,2,2,2,34
10722,2,2,2,3,34
10723,2,2,1,4,29
10725,2,3,1,4,39
10727,2,3,3,3,49
10728,2,1,1,3,19
10729,2,3,3,2,49
10730,3,3,3,1,51
10731,3,3,3,1,51
10732,2,3,2,2,44
10733,2,2,2,2,34
10734,3,2,1,3,31
10735,3,3,3,1,51
10736,1,1,1,5,17
10737,2,2,3,3,39
10739,2,3,1,4,39
10740,1,1,1,5,17
10741,1,1,1,4,17
10742,1,1,1,5,17
10743,2,3,2,3,44
10744,2,2,1,4,29
10745,2,2,3,2,39
10746,1,1,1,4,17
10747,2,3,3,3,49
10748,2,3,3,3,49
10750,3,3,3,1,51
10751,3,3,3,1,51
10752,3,3,3,1,51
10753,3,3,3,1,51
10754,2,2,2,3,34
10755,2,2,3,2,39
10756,2,2,1,3,29
10757,2,2,3,3,39
10759,2,2,2,3,34
10760,1,1,3,2,27
10761,1,1,3,2,27
10763,2,3,3,3,49
10764,1,1,1,4,17
10765,2,2,2,2,34
10766,2,2,1,4,29
10767,1,1,1,5,17
10768,3,3,3,1,51
10769,3,3,1,3,41
10770,2,3,2,3,44
10771,2,2,3,3,39
10772,1,2,3,2,37
10774,1,1,2,2,22
10775,1,2,1,4,27
10776,3,3,2,1,46
10778,2,1,1,4,19
10780,1,1,1,4,17
10781,2,3,3,3,49
10782,1,1,2,2,22
10783,2,2,2,3,34
10784,2,3,1,4,39
10785,3,3,3,1,51
10786,2,3,1,3,39
10787,1,1,1,5,17
10788,3,3,1,1,41
10789,1,1,1,5,17
10790,2,2,1,4,29
10791,1,1,2,2,22
10792,2,3,2,3,44
10793,2,3,3,3,49
10794,2,2,1,4,29
10795,1,1,1,5,17
10796,3,3,2,1,46
10797,1,3,1,4,37
10798,2,2,2,2,34
10799,1,1,1,4,17
10800,2,2,3,3,39
10802,3,3,3,1,51
10804,1,1,1,4,17
10805,2,3,3,2,49
10806,2,3,3,2,49
10807,2,1,1,5,19
10808,1,1,3,2,27
10809,1,1,1,5,17
10810,2,2,2,2,34
10812,1,1,1,4,17
10814,1,1,1,4,17
10815,2,2,2,2,34
10816,2,2,2,3,34
10817,3,2,2,3,36
10818,1,1,1,5,17
10820,1,1,1,4,17
10821,2,1,2,2,24
10822,1,2,3,2,37
10823,2,2,3,3,39
10824,1,1,1,5,17
10825,2,3,1,4,39
10826,3,2,3,1,41
10827,2,2,3,3,39
10828,2,3,1,5,39
10829,1,1,3,2,27
10830,3,3,3,1,51
10831,2,1,1,4,19
10832,2,3,1,4,39
10833,2,2,3,3,39
10835,1,1,2,2,22
10836,1,2,1,5,27
10837,2,2,2,2,34
10838,1,1,2,2,22
10839,1,2,1,5,27
10840,1,2,3,2,37
10841,2,2,2,3,34
10842,2,2,3,2,39
10843,2,2,2,3,34
10844,2,1,1,4,19
10845,1,1,1,5,17
10847,3,2,3,1,41
10849,1,1,1,4,17
10852,2,2,3,2,39
10853,1,1,2,2,22
10854,2,2,2,2,34
10855,2,2,3,3,39
10857,2,2,2,3,34
10859,2,2,3,3,39
10860,1,1,1,4,17
10861,1,1,2,2,22
10863,2,3,3,3,49
10864,2,3,1,4,39
10865,2,2,3,2,39
10866,2,2,3,2,39
10867,3,3,2,1,46
10868,1,1,1,5,17
10869,2,2,1,5,29
10870,3,3,3,1,51
10871,2,3,1,4,39
10872,2,2,1,4,29
10873,1,2,1,5,27
10874,1,1,3,2,27
10875,2,3,2,3,44
10876,1,1,1,4,17
10877,3,3,1,3,41
10878,3,3,2,1,46
10879,2,2,2,2,34
10880,1,1,1,4,17
10881,2,3,2,2,44
10882,1,1,2,2,22
10885,2,3,1,4,39
10886,2,1,1,4,19
10887,1,2,1,4,27
10889,2,2,3,2,39
10891,2,2,3,3,39
10893,1,3,1,5,37
10894,1,1,1,4,17
10895,3,3,3,1,51
10896,1,2,1,5,27
10897,3,3,3,1,51
10898,2,2,1,4,29
10899,2,2,2,4,34
10901,2,2,1,4,29
10903,2,2,2,2,34
10904,2,2,3,3,39
10905,2,2,1,5,29
10906,2,3,2,3,44
10907,2,2,3,2,39
10909,1,1,1,5,17
10910,2,1,1,5,19
10911,1,1,2,2,22
10912,1,3,3,2,47
10913,3,3,3,1,51
10914,2,2,2,2,34
10915,3,2,3,1,41
10916,2,3,1,3,39
10917,2,2,3,2,39
10918,1,1,1,4,17
10919,3,3,3,1,51
10920,1,1,2,2,22
10921,3,3,3,1,51
10922,2,2,2,3,34
10923,2,3,3,2,49
10924,2,2,2,3,34
10925,1,1,2,4,22
10926,2,2,1,4,29
10927,2,1,3,2,29
10928,2,2,3,3,39
10929,1,2,1,5,27
10930,1,1,3,2,27
10931,2,2,2,4,34
10932,2,2,2,3,34
10933,2,1,3,3,29
10935,3,3,3,1,51
10936,2,2,2,3,34
10937,3,3,1,3,41
10938,2,3,2,3,44
10940,1,1,3,2,27
10942,1,1,1,4,17
10943,2,3,2,3,44
10945,2,2,2,3,34
10946,1,2,1,4,27
10947,2,2,1,4,29
10949,1,1,1,4,17
10950,1,3,2,2,42
10951,1,1,1,4,17
10952,2,2,1,4,29
10953,2,2,2,2,34
10954,1,1,2,2,22
10956,2,3,1,3,39
10957,2,3,3,2,49
10958,3,3,3,1,51
10959,3,3,2,3,46
10960,3,3,2,1,46
10961,2,3,1,4,39
10962,1,1,2,2,22
10963,2,2,3,3,39
10964,2,2,3,2,39
10966,3,3,3,1,51
10967,3,3,3,1,51
10968,1,1,1,4,17
10969,1,1,3,2,27
